name,score,issn
CPU-e Revista de Investigacion Educativa,0.1,1870-5308
Portes-Revista Mexicana de Estudios sobre la Cuenca del Pacifico,0.1,1870-6800
RAEL-Revista Electronica de Linguistica Aplicada,0.1,1885-9089
Revista Internacional de Organizaciones,0.1,1886-4171
Bajo Palabra-Journal of Philosophy,0.1,1887-505X
Estudios Socioterritoriales,0.1,1853-4392
Kritike-An Online Journal of Philosophy,0.1,1908-7330
Prolegomenos-Derechos y Valores,0.1,1909-7727
Journal of Unschooling and Alternative Learning,0.1,1916-8128
Voix Plurielles,0.1,1925-0614
In Education,0.1,1927-6117
Aspasia,0.1,1933-2890
Catholic Social Science Review,0.1,1944-6292
E-Spania-Revue Electronique d etudes Hispaniques Medievales,0.1,1951-6169
Revista Latinoamericana de Metodologia de la Investigacion Social,0.1,1853-6190
Revista Latinoamericana de Estudios sobre Cuerpos Emociones y Sociedad,0.1,1852-8759
Linguistica Pragensia,0.1,1805-9635
Scienza & Politica-Per una Storia delle Dottrine,0.1,1825-9618
ACTA SCIENTIARUM-HEALTH SCIENCES,0.1,1807-8648
Patrimonio e Memoria,0.1,1808-1967
ARQUIVOS BRASILEROS DE PSICOLOGIA,0.1,1809-5267
Revista Contemporanea de Educacao,0.1,1809-5747
Luz,0.1,1814-151X
LEA-Lingue e Letterature d Oriente e d Occidente,0.1,1824-484X
Simplegadi,0.1,1824-5226
Etica & Politica,0.1,1825-5167
Ethnorema,0.1,1826-8803
Estudios-Centro de Estudios Avanzados-Universidad Nacional de Cordoba,0.1,1852-1568
Mediterranea-Ricerche Storiche,0.1,1828-230X
"American, British and Canadian Studies",0.1,1841-964X
Radovi Instituta za Povijest Umjetnosti-Journal of the Institute of Art History,0.1,1845-4534
Bogoslovska Smotra-Ephemerides Theologicae Zagrabienses,0.1,1848-9648
Fluminensia,0.1,1848-9680
Rasprave,0.1,1849-0379
Anclajes,0.1,1851-4669
Synthesis-La Plata,0.1,1851-779X
Revista EDaPECI-Educacao a Distancia e Praticas Educativas Comunicacionais e Interculturais,0.1,2176-171X
Quest-Issues in Contemporary Jewish History,0.1,2037-741X
Etudes Ricoeuriennes-Ricoeur Studies,0.1,2156-7808
Revista de Direito da Cidade-City Law,0.1,2317-7721
Forma y Funcion,0.1,2256-5469
Literatura-Teoria Historia Critica,0.1,2256-5450
Diversitas-Perspectivas en Psicologia,0.1,2256-3067
Journal of Oral Health and Oral Epidemiology,0.1,2322-1372
Zibaldone-Estudios Italianos de La Torre del Virrey,0.1,2255-3576
EARI-Educacion Artistica-Revista de Investigacion,0.1,2254-7592
Janus-Estudios Sobre El Siglo de Oro,0.1,2254-7290
Themata-Revista de Filosofia,0.1,2253-900X
Dimension Empresarial,0.1,2322-956X
Historia Instituciones Documentos,0.1,2253-8291
Historicka Sociologie,0.1,2336-3525
Musicologica Brunensia,0.1,2336-436X
Anacronismo e Irrupcion,0.1,2250-4982
Zaporozhye Medical Journal,0.1,2310-1210
Historia Contemporanea,0.1,2340-0277
Atalanta-Revista de las Letras Barrocas,0.1,2340-1176
Kamchatka-Revista de Analisis Cultural,0.1,2340-1869
Revue Italienne d'Etudes Francaises,0.1,2240-7456
Intrecci d Arte,0.1,2240-7251
Miscelanea de Estudios Arabes y Hebraicos-Seccion Hebreo,0.1,2340-2547
Bruno Pini Mathematical Analysis Seminar,0.1,2240-2829
Cambio-Rivista sulle Trasformazioni Sociali,0.1,2239-1118
Gazeta de Antropologia,0.1,2340-2792
Scripta-Revista Internacional de Literatura i Cultura Medieval i Moderna-International Journal of Medieval & Modern Literature & Culture,0.1,2340-4841
Sala Preta,0.1,2238-3867
Teoria e Pratica em Administracao-TPA,0.1,2238-104X
Atalante-Revista de Estudios Cinematograficos,0.1,2340-6992
Revista Vortex-Vortex Music Journal,0.1,2317-9937
Cuadernos Lirico,0.1,2262-8339
Navus-Revista de Gestao e Tecnologia,0.1,2237-4558
Moussons-Recherche en Sciences Humaines sur l Asie du Sud-Est,0.1,2262-8363
Koot-Revista de Museologia,0.1,2307-3942
Slovene-International Journal of Slavic Studies,0.1,2305-6754
Pathologia,0.1,2310-1237
InterCambios-Dilemas y transiciones de la Educacion Superior,0.1,2301-0126
Rudn Journal of Russian History,0.1,2312-8690
Annales Universitatis Paedagogicae Cracoviensis-Studia Mathematica,0.1,2300-133X
Volgogradskii Gosudarstvennyi Universitet-Vestnik-Seriya 4-Istoriya Regionovedenie Mezhdunarodnye Otnosheniya,0.1,2312-8704
Boletin Geografico,0.1,2313-903X
Austral Comunicacion,0.1,2313-9137
Perichoresis,0.1,2284-7308
CELEHIS-Revista del Centro de Letras Hispanoamericanas,0.1,2313-9463
Signo y Sena-Revista del Instituto de Linguistica,0.1,2314-2189
IHS Antiguos Jesuitas en Iberoamerica,0.1,2314-3908
Contemporanea-Revista de Sociologia da UFSCar,0.1,2316-1329
Dialogo das Letras,0.1,2316-1795
Lingue Antiche e Moderne,0.1,2281-4841
Estudos de Literatura Brasileira Contemporanea,0.1,2316-4018
Sri Lankan Journal of Anaesthesiology,0.1,2279-1965
Revista de Direito Sanitario-Journal of Health Law,0.1,2316-9044
Revista de Historia-Sao Paulo,0.1,2316-9141
Journal of the Scientific Society,0.1,2278-7127
Criticon,0.1,2272-9852
Caravelle,0.1,2272-9828
Cahiers des Ameriques Latines,0.1,2268-4247
ReS Futurae-Revue d Etudes sur la Science-Fiction,0.1,2264-6949
Abakos,0.1,2316-9451
Revista de Cultura Teologica,0.1,2317-4307
Cuadernos de Rusistica Espanola,0.1,2340-8146
African Journal on Conflict Resolution,0.1,2309-737X
Cuestiones de Sociologia,0.1,2346-8904
Anuario Iberoamericano de Derecho Internacional Penal,0.1,2346-3120
Brazilian Neurosurgery-Arquivos Brasileiros de Neurocirurgia,0.1,2359-5922
Musicology Today,0.1,2353-5733
Contabilidad y Negocios,0.1,2221-724X
Finlay,0.1,2221-2434
Indonesia Law Review,0.1,2356-2129
Nordisk Judaistik-Scandinavian Jewish Studies,0.1,2343-4929
Southern African Journal of Gynaecological Oncology,0.1,2220-105X
Tecnologia en Marcha,0.1,2215-3241
Cuadernos de Antropologia,0.1,2215-356X
Ars & Humanitas: Journal of Arts and Humanities,0.1,2350-4218
Cuadernos de Linguistica Hispanica,0.1,2346-1829
Revista de Arqueologia Historica Argentina y Latinoamericana,0.1,2344-9918
Boletim de Estudos Classicos,0.1,2183-7260
Revista Innovaciencia,0.1,2346-075X
Historia y Espacio,0.1,2357-6448
Revista Critica de Ciencias Sociais,0.1,2182-7435
Academic Journal of Modern Philology,0.1,2353-3218
Revista de Derecho Civil,0.1,2341-2216
Communiquer,0.1,2368-9587
Revista Univap,0.1,2237-1753
Entorno Geografico,0.1,2382-3518
Archivum,0.1,2341-1120
ArtCultura-Revista de Historia Cultura e Arte,0.1,2178-3845
Auster,0.1,2346-8890
Educacao por Escrito,0.1,2179-8435
Revista Rupturas,0.1,2215-2466
Nodo,0.1,2346-092X
RIHA Journal,0.1,2190-3328
Palabra,0.1,2346-3864
Novos Cadernos NAEA,0.1,2179-7536
Phainomena,0.1,2232-6650
ZBORNIK PRAVNOG FAKULTETA SVEUCILISTA U RIJECI,0.05,1846-8314
Revista Chilena de Estudios Medievales,0.05,0719-689X
Remate de Males,0.05,2316-5758
Revista Estudios Hemisfericos y Polares,0.05,0718-9230
Sic-A Journal of Literature Culture and Literary Translation,0.05,1847-7755
Acta Historica Universitatis Klaipedensis,0.05,2351-6526
Arti Musices,0.05,1848-9303
Acta Baltico-Slavica,0.05,2392-2389
Studia Austriaca,0.05,2385-2925
Tercio Creciente,0.05,2340-9096
Slavia Meridionalis,0.05,2392-2400
Encrucijada Americana,0.05,0718-5766
Eikasia-Revista de Filosofia,0.05,1885-5679
Journal of Behcet Uz Childrens Hospital,0.05,2822-4469
Revista Cooperativismo y Desarrollo-COODES,0.05,2310-340X
CRITICA-REVISTA HISPANOAMERICANA DE FILOSOFIA,0.05,1870-4905
Navigator-Subsidios para a Historia Maritima do Brasil,0.05,0100-1248
Nordeuropa Forum-Zeitschrift fur Kulturstudien,0.05,1863-639X
Hilo de la Fabula,0.05,2362-5651
Revista Ciencias Sociales y Educacion,0.05,2590-7344
Eixo e a Roda-Revista de Literatura Brasileira,0.05,2358-9787
Revista Electronica de Fuentes y Archivos,0.05,1853-4503
Estudios de Teoria Literaria-Revista Digital-Artes Letras Humanidades,0.05,2313-9676
Revista de Salud Publica-Cordoba,0.05,1852-9429
Contexto-Revista do Programa de Pos-Graduacao em Letras,0.05,2358-9566
Sociohistorica-Cuadernos del CISH,0.05,1852-1606
Turk Dili ve Edebiyati Dergisi-Journal of Turkish Language and Literature,0.05,2602-2648
Boletin de Arte,0.05,2314-2502
Orbis Tertius,0.05,1851-7811
Informes Cientificos y Tecnicos,0.05,1852-4516
Caderno Profissional de Marketing Unimep,0.05,2317-6466
Storia delle Donne,0.05,1826-7505
Etudes Episteme,0.05,1634-0450
Digithum,0.05,1575-2275
Tirant,0.05,1579-7422
Cedille-Revista de Estudios Franceses,0.05,1699-4949
Erasmo-Revista de Historia Bajomedieval y Moderna,0.05,2341-2380
Dacoromania,0.05,1582-4438
Caietele Echinox,0.05,1582-960X
Revista e-Mercatoria,0.05,1692-3960
In Situ-Revue de Patrimoines,0.05,1630-7305
Lietuvos istorijos studijos,0.05,1648-9101
Neo-Victorian Studies,0.05,1757-9481
Precedente,0.05,1657-6535
Pediatria-Asuncion,0.05,1683-9803
Istanbul Hukuk Mecmuasi,0.05,2667-6974
Cadernos de Dereito Actual,0.05,2386-5229
Revista Pegada,0.05,1676-3025
Sirnak University Journal of Divinity Faculty,0.05,2667-6575
Materiales para la Historia del Deporte,0.05,2340-7166
AusArt,0.05,2340-8510
Revista Numismatica Hecate,0.05,2386-8643
Cahiers d Etudes du Religieux-Recherches Interdisciplinaires,0.05,1760-5776
Studien zur Deutschen Sprache und Literatur-Alman Dili ve Edebiyati Dergisi,0.05,2619-9890
Revista Artemis,0.05,1807-8214
Studi Slavistici,0.05,1824-7601
Temas Agrarios,0.05,2389-9182
E-Latina-Revista Electronica de Estudios Latinoamericanos,0.05,1666-9606
Journal of Art History-Sanat Tarihi Yilligi,0.05,2717-6940
Revista Olhres,0.05,2317-7853
Via Atlantica,0.05,2317-8086
Historia Historias,0.05,2318-1729
Quaestio Iuris,0.05,1516-0351
Revista Perseitas,0.05,2346-1780
Quetes Litteraires,0.05,2657-487X
Aufklarung-Revista de Filosofia,0.05,2318-9428
Aitia-Regards sur la Culture Hellenistique au XXIe Siecle,0.05,1775-4275
Methodos-Savoirs et Textes,0.05,1769-7379
Trans-pasando Fronteras,0.05,2322-9152
Meridiano 47-Journal of Global Studies,0.05,1518-1219
Revue LISA-LISA E-Journal,0.05,1762-6153
Asterion-Philosophie Histoire des Idees Pensee Politique,0.05,1762-6110
Atelier du Centre de Recherches Historiques,0.05,1760-7914
Cercles-Revista d Historia Cultural,0.05,1699-7468
Acta Universitatis Lodziensis Folia Litteraria Romanica,0.05,2449-8831
Foro de Profesores de E-LE,0.05,1886-337X
Literatura e Sociedade,0.05,2237-1184
Hermeneia,0.05,2069-8291
Musica Oral del Sur,0.05,2445-0391
Meta-Research in Hermeneutics Phenomenology and Practical Philosophy,0.05,2067-3655
Studia Universitatis Babes-Bolyai Philologia,0.05,2065-9652
Studia Universitatis Babes-Bolyai Musica,0.05,2065-9628
Rukopysna ta Knyzhkova Spadshchyna Ukrainy-Manuscript and Book Heritage of Ukraine,0.05,2222-4203
Ciencia Amazonica,0.05,2222-7431
Antropologia e Teatro-Rivista di Studi,0.05,2039-2281
Festival dell Architettura Magazine,0.05,2039-0491
Parole Rubate-Rivista Internazionale di Studi Sulla Citazione,0.05,2039-0114
Ricerche di S-Confine,0.05,2038-8411
Revista Pos Ciencias Sociais,0.05,2236-9473
Teoliteraria-Revista Brasileira de Literaturas e Teologias,0.05,2236-9937
Sguardo-Rivista di Filosofia,0.05,2036-6558
Talia Dixit-Revista Interdisciplinar de Retorica e Historiografia,0.05,1886-9440
Entrepalavras,0.05,2237-6321
Estudos Teologicos,0.05,2237-6461
Altre Modernita-Rivista di Studi Letterari e Culturali,0.05,2035-7680
Doctor Virtualis-Rivista di Storia della Filosofia Medievale,0.05,2035-7362
Lanx-Journal of the Scuola di Specializzazione in Archeologia of the University of Milan,0.05,2035-4797
Caligrama-Revista de Estudos Romanicos,0.05,2238-3824
Journal of Candido Tostes Dairy Institute,0.05,2238-6416
Revista Historia-Debates e Tendencias,0.05,2238-8885
Dialogo,0.05,2238-9024
Tintas-Quaderni di Letterature Iberiche e Iberoamericane,0.05,2240-5437
Vox Juris,0.05,2521-5280
Lebenswelt-Aesthetics and Philosophy of Experience,0.05,2240-9599
Scientific Chronicles,0.05,2241-1666
CorSalud,0.05,2078-7170
Revista Economia y Sociedad,0.05,2215-3403
Cadernos de Letras da UFF,0.05,2447-4207
Journal of Lusophone Studies,0.05,2469-4800
Horizonte-Revista de Estudos de Teologia e Ciencias da Religiao,0.05,2175-5841
Zagadnienia Filozoficzne w Nauce-Philosophical Problems in Science,0.05,2451-0602
REVELL-Revista de Estudos Literarios da UEMS,0.05,2179-4456
Revista Brasileira de Historia & Ciencias Sociais,0.05,2175-3423
Revista Pistis & Praxis-Teologia e Pastoral,0.05,2175-1838
Humanitas-Portugal,0.05,2183-1718
Americania-Revista de Estudios Latinoamericanos,0.05,2174-0178
Valenciana,0.05,2448-7295
Plato Journal,0.05,2183-4105
Studies in History and Theory of Architecture-Studii de Istoria si Teoria Arhitecturii,0.05,2457-1687
Biblos-Revista da Faculdade de Letras da Universidade de Coimbra,0.05,2183-7139
International Journal of Integrative Psychotherapy,0.05,2156-9703
Revista de Historia das Ideias,0.05,2183-8925
Anafora,0.05,2459-5160
Cuadernos CANELA,0.05,2189-9568
Virajes-Revista de Antropologia y Sociologia,0.05,2462-9782
Turkish Librarianship,0.05,2147-9682
Colmena-Revista de la Universidad Autonoma del Estado de Mexico,0.05,2448-6302
Transcultural Studies,0.05,2191-6411
Totalitarismus und Demokratie,0.05,2196-8276
Revista de Ciencias Sociales-Costa Rica,0.05,2215-2601
Educacion Fisica y Deporte,0.05,2145-5880
Revista Kanina,0.05,2215-2636
Revista Digital Lampsakos,0.05,2145-4086
Revista Academica da Faculdade de Direito do Recife,0.05,2448-2307
Laboratoire Italien-Politique et Societe,0.05,2117-4970
Estudios de Historia de Espana,0.05,2469-0961
Avances en Biomedicina,0.05,2244-7881
Dialectologia,0.05,2013-2247
Bulletin of Computational Applied Mathematics,0.05,2244-8659
Archai-Revista de Estudos Sobre as Origens do Pensamento Ocidental,0.05,1984-249X
Revista de Letras Norte@mentos,0.05,1983-8018
Arquivo Maaravi-Revista Digital de Estudos Judaicos da UFMG,0.05,1982-3053
dObras,0.05,1982-0313
Vestnik Pravoslavnogo Svyato-Tikhonovskogo Gumanitarnogo Universiteta-Seriya I-Bogoslovie-Filosofiya-Religiovedenie,0.05,2409-4692
ACME-Annali della Facolta di Studi Umanistici dell Universita degli Studi di Milano,0.05,2282-0035
Carte Romanze,0.05,2282-7447
ESTUDOS IBERO-AMERICANOS,0.05,1980-864X
RTH-Research Trends in Humanities Education & Philosophy,0.05,2284-0184
AM Journal of Art and Media Studies,0.05,2406-1654
CESKA LITERATURA,0.05,2571-094X
Romanica Olomucensia,0.05,2571-0966
Esercizi Filosofici,0.05,1970-0164
Griot-Revista de Filosofia,0.05,2178-1036
Ticontre-Teoria Testo Traduzione,0.05,2284-4473
CogniTextes,0.05,1958-5322
Studii de Lingvistica,0.05,2284-5437
Cahiers de Civilisation Espagnole Contemporaine-De 1808 Au Temps Present,0.05,1957-7761
Memoires Identites Marginalites dans le Monde Occidental Contemporain,0.05,1951-6789
Dirasat Hispanicas-Revista Tunecina de Estudios Hispanicos,0.05,2286-5977
Zograf,0.05,2406-0755
ASIANetwork Exchange-A Journal for Asian Studies in the Liberal Arts,0.05,1943-9946
Adeptus,0.05,2300-0783
Multicultural Shakespeare-Translation Appropriation and Performance,0.05,2300-7605
Cahiers des Etudes Anciennes,0.05,1923-2713
Media Tropes,0.05,1913-6005
Anales de la Facultad de Medicina-Universidad de la Republica Uruguay,0.05,2301-1254
Bosniaca-Journal of the National and University Library of Bosnia and Herzegovina,0.05,2303-8888
Eccos-Revista Cientifica,0.05,1983-9278
Archiwa Biblioteki i Muzea Koscielne,0.05,2545-3491
Eneurobiologia,0.05,2007-3054
Passagens-International Review of Political History and Legal Culture,0.05,1984-2503
Etica & Cine,0.05,2250-5415
Contexto-Revista de la Facultad de Arquitectura Universidad Autonoma de Nuevo Leon,0.05,2007-1639
Studia Slavica et Balcanica Petropolitana,0.05,1995-848X
Laboratorio de Arte,0.05,2253-8305
Revista Clinica Contemporanea,0.05,1989-9912
Revista Universitaria de Historia Militar,0.05,2254-6111
Theleme-Revista Complutense de Estudios Franceses,0.05,1989-8193
Papeles de Europa,0.05,1989-5917
Imafronte-Revista de Historia del Arte,0.05,1989-4562
Claridades-Revista de Filosofia,0.05,1989-3787
Mundo Eslavo-Journal of Slavic Studies,0.05,2255-517X
Amaltea-Revista de MitocrItica,0.05,1989-1709
REVISTA DE FILOLOGIA DE LA UNIVERSIDAD DE LA LAGUNA,0.05,2530-8548
Mediaciones Sociales,0.05,1989-0494
ARCHIVO ESPANOL DE ARTE,0.05,1988-8511
Analele Universitatii Bucuresti-Filosofie-Annals of the University of Bucharest-Philosophy,0.05,2537-4044
Religious Inquiries,0.05,2538-6271
Desde el Jardin de Freud-Revista de Psicoanalisis,0.05,2256-5477
Observar,0.05,1988-5105
Synergies Mexique,0.05,2260-8109
Perspectives Medievales-Revue d'epistemologie des Langues et Litteratures du Moyen Age,0.05,2262-5534
Sravnitelnaya Politika-Comparative Politics,0.05,2412-4990
Babel-Litteratures Plurielles,0.05,2263-4746
Nouvelle Revue du Travail,0.05,2263-8989
Escritura e Imagen,0.05,1988-2416
Kalagatos-Revista de Filosofia,0.05,1984-9206
Boletin Goiano de Geografia,0.05,1984-8501
Aisthema-International Journal,0.05,2284-3515
Exploratory Animal and Medical Research,,2319-247X
Communications in Analysis and Mechanics,,2836-3310
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use,,
Copyright (c) 2026 Clarivate,,
